"id";"loan_amnt";"funded_amnt";"term";"int_rate";"installment";"grade";"emp_title";"emp_length";"home_ownership";"annual_inc";"verification_status";"issue_d";"loan_status";"desc";"title";"zip_code";"addr_state";"dti";"delinq_2yrs";"earliest_cr_line";"fico_range_low";"fico_range_high";"inq_last_6mths";"mths_since_last_delinq";"mths_since_last_record";"open_acc";"pub_rec";"revol_bal";"revol_util";"total_acc";"initial_list_status";"out_prncp";"out_prncp_inv";"total_pymnt";"total_pymnt_inv";"total_rec_prncp";"total_rec_int";"total_rec_late_fee";"recoveries";"collection_recovery_fee";"last_pymnt_d";"last_pymnt_amnt";"next_pymnt_d";"last_credit_pull_d";"last_fico_range_high";"last_fico_range_low";"collections_12_mths_ex_med";"mths_since_last_major_derog";"policy_code";"application_type";"annual_inc_joint";"dti_joint";"verification_status_joint";"acc_now_delinq";"tot_coll_amt";"tot_cur_bal";"open_acc_6m";"open_act_il";"open_il_12m";"open_il_24m";"mths_since_rcnt_il";"total_bal_il"
58;12500;12500;" 36 months";7.34;387.91;"A";"Project Manager";"3 years";"MORTGAGE";110000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"183xx";"PA";14.1;0;"5-Sep";735;739;1;0;"";11;0;10237;30.0;21;"w";8967.31;8967.31;4256.82;4256.82;3532.69;724.13;0;0;0;"19-Feb";387.91;"19-Apr";"19-Mar";769;765;0;"";1;"Individual";"";"";"";0;0;350848;1;2;2;3;5;41683
59;25000;25000;" 60 months";14.07;582.62;"C";"Communication Supervisor ";"10+ years";"MORTGAGE";57000;"Source Verified";"18-Mar";"Current";"";"Credit card refinancing";"300xx";"GA";15.49;0;"6-Nov";680;684;1;28;"";13;0;16745;47.8;24;"w";21622.14;21622.14;6369.74;6369.74;3377.86;2991.88;0;0;0;"19-Mar";582.62;"19-Apr";"19-Mar";704;700;0;"28";1;"Individual";"";"";"";0;0;19787;3;1;2;3;5;3042
60;9000;9000;" 36 months";13.58;305.77;"C";"HUMANITARIAN INTERNATIONAL WORKER";"4 years";"RENT";89206;"Verified";"18-Mar";"Current";"";"Credit card refinancing";"060xx";"CT";5.8;0;"12-Jul";700;704;1;0;"";7;0;5663;38.0;8;"w";6625.55;6625.55;3349.89;3349.89;2374.45;975.44;0;0;0;"19-Feb";305.77;"19-Apr";"19-Mar";659;655;0;"";1;"Individual";"";"";"";0;0;52038;3;2;0;1;23;46375
61;27225;27225;" 36 months";9.92;877.46;"B";"director of finance";"4 years";"OWN";325000;"Verified";"18-Mar";"Current";"";"Car financing";"953xx";"CA";14.25;0;"Feb-97";705;709;0;34;"";14;0;25924;30.4;31;"w";19746.24;19746.24;9622.05;9622.05;7478.76;2143.29;0;0;0;"19-Feb";877.46;"19-Apr";"19-Mar";659;655;0;"34";1;"Individual";"";"";"";0;59;93148;0;3;0;3;13;67224
62;14100;14100;" 36 months";23.87;552.23;"E";"Sr Clinical Research Associate";"< 1 year";"OWN";128000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"282xx";"NC";14.12;1;"5-Jun";660;664;0;19;"";12;0;11150;62.6;32;"f";10794.88;10794.88;6045.74;6045.74;3305.12;2740.62;0;0;0;"19-Feb";552.23;"19-Apr";"19-Mar";739;735;1;"35";1;"Individual";"";"";"";0;358;329317;2;6;1;2;1;114956
63;20000;20000;" 60 months";9.92;424.16;"B";"Manager";"10+ years";"MORTGAGE";69000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"467xx";"IN";21.95;0;"4-Oct";710;714;1;42;"";10;0;17501;65.3;16;"w";17032.26;17032.26;4643.72;4643.72;2967.74;1675.98;0;0;0;"19-Mar";424.16;"19-Apr";"19-Mar";699;695;0;"";1;"Individual";"";"";"";0;0;264680;0;4;0;1;22;14879
64;14000;14000;" 60 months";18.45;358.95;"D";"Assembler";"< 1 year";"MORTGAGE";28000;"Verified";"18-Mar";"Current";"";"Other";"074xx";"NJ";32.79;0;"Dec-89";755;759;2;0;"";7;0;2493;9.9;8;"w";12292.0;12292.0;3919.75;3919.75;1708.0;2211.75;0;0;0;"19-Feb";358.95;"19-Apr";"19-Mar";779;775;0;"";1;"Individual";"";"";"";0;0;45411;3;4;3;3;1;42918
65;20000;20000;" 60 months";14.07;466.1;"C";"TEACHER";"10+ years";"RENT";92000;"Not Verified";"18-Mar";"Current";"";"Other";"116xx";"NY";11.4;0;"2-Oct";690;694;0;0;"";12;0;20176;46.2;36;"w";17297.66;17297.66;5111.47;5111.47;2702.34;2409.13;0;0;0;"19-Mar";466.1;"19-Apr";"19-Mar";694;690;0;"";1;"Individual";"";"";"";0;0;30448;1;1;1;1;7;10272
66;35000;35000;" 36 months";12.61;1172.73;"C";"President";"9 years";"MORTGAGE";450000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"070xx";"NJ";7.61;2;"Feb-00";665;669;0;4;"38";10;2;46500;82.6;22;"w";25665.48;25665.48;12850.99;12850.99;9334.52;3516.47;0;0;0;"19-Feb";1172.73;"19-Apr";"19-Mar";654;650;0;"";1;"Individual";"";"";"";0;0;455598;0;2;1;2;10;31220
67;7000;7000;" 36 months";19.42;258.09;"D";"manager";"8 years";"MORTGAGE";57000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"276xx";"NC";19.16;0;"3-Apr";660;664;0;0;"97";9;1;20627;74.5;10;"w";5271.77;5271.77;2823.89;2823.89;1728.23;1095.66;0;0;0;"19-Mar";258.09;"19-Apr";"19-Mar";644;640;0;"";1;"Individual";"";"";"";0;0;259016;3;2;1;2;10;16439
68;23000;23000;" 60 months";12.61;518.75;"C";"Business Development Manager";"4 years";"MORTGAGE";110000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"347xx";"FL";12.34;0;"1-Jun";670;674;0;69;"";4;0;16134;80.7;26;"w";19787.07;19787.07;5674.02;5674.02;3212.93;2461.09;0;0;0;"19-Mar";518.75;"19-Apr";"19-Mar";719;715;0;"69";1;"Individual";"";"";"";0;0;363121;0;1;0;2;16;39070
69;15000;15000;" 36 months";6.07;456.81;"A";"Facilities Specialist";"2 years";"MORTGAGE";86000;"Not Verified";"18-Mar";"Fully Paid";"";"Home improvement";"926xx";"CA";9.66;0;"2-Aug";760;764;0;0;"";13;0;13848;11.7;26;"w";0.0;0.0;15467.36402;15467.36;15000.0;467.36;0;0;0;"18-Oct";13193.43;"";"19-Mar";744;740;0;"";1;"Individual";"";"";"";0;0;523637;1;0;0;1;17;0
70;8300;8300;" 36 months";7.34;257.58;"A";"Admin";"4 years";"MORTGAGE";40000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"631xx";"MO";30.84;0;"7-Aug";720;724;1;0;"";16;0;8507;50.9;27;"w";5954.2;5954.2;2826.61;2826.61;2345.8;480.81;0;0;0;"19-Feb";257.58;"19-Apr";"19-Mar";784;780;0;"";1;"Joint App";"95000";"20.55";"Not Verified";0;0;213693;2;8;0;1;24;40129
71;10000;10000;" 36 months";5.31;301.11;"A";"";"";"MORTGAGE";40000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"606xx";"IL";4.56;0;"Oct-93";835;839;1;0;"";11;0;6412;7.1;23;"w";7111.18;7111.18;3310.63;3310.63;2888.82;421.81;0;0;0;"19-Mar";301.11;"19-Apr";"19-Mar";834;830;0;"";1;"Individual";"";"";"";0;0;91555;1;0;0;0;143;0
72;12000;12000;" 36 months";14.07;410.54;"C";"Credit Card Analyst";"5 years";"RENT";38000;"Source Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"913xx";"CA";21.45;0;"2-Apr";660;664;1;0;"50";9;1;4643;31.0;22;"w";0.0;0.0;12746.48694;12746.49;12000.0;746.49;0;0;0;"18-Sep";10759.45;"";"19-Mar";664;660;0;"";1;"Individual";"";"";"";0;0;28046;1;2;1;3;12;23403
73;28150;28150;" 60 months";11.98;625.9;"B";"Deputy Stated Clerk";"10+ years";"MORTGAGE";104000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"402xx";"KY";23.77;0;"Jul-85";725;729;0;0;"";13;0;28529;71.5;24;"w";24161.29;24161.29;6847.43;6847.43;3988.71;2858.72;0;0;0;"19-Feb";625.9;"19-Apr";"19-Mar";674;670;0;"";1;"Individual";"";"";"";0;0;197355;0;3;0;1;21;27630
74;3000;3000;" 36 months";7.34;93.1;"A";"Deputy Recorder";"10+ years";"MORTGAGE";50000;"Not Verified";"18-Mar";"Fully Paid";"";"Other";"467xx";"IN";36.44;0;"Apr-94";795;799;0;0;"";10;0;5310;29.0;29;"w";0.0;0.0;3050.644449;3050.64;3000.0;50.64;0;0;0;"18-Jun";2959.99;"";"18-Aug";779;775;0;"";1;"Individual";"";"";"";0;0;130831;0;3;1;2;12;30615
75;15000;15000;" 60 months";18.45;384.59;"D";"Sales Manager";"10+ years";"MORTGAGE";195000;"Verified";"18-Mar";"Current";"";"Credit card refinancing";"083xx";"NJ";21.82;0;"Nov-96";700;704;0;0;"";19;0;55117;86.9;36;"w";13169.99;13169.99;4199.74;4199.74;1830.01;2369.73;0;0;0;"19-Mar";384.59;"19-Apr";"19-Mar";689;685;0;"";1;"Individual";"";"";"";0;0;404189;1;7;2;6;4;52209
76;6500;6500;" 36 months";10.9;212.5;"B";"Warehouse Associate";"1 year";"MORTGAGE";28000;"Source Verified";"18-Mar";"Current";"";"Other";"945xx";"CA";1.07;0;"7-Aug";785;789;0;0;"";3;0;75;1.1;14;"w";4733.17;4733.17;2329.63;2329.63;1766.83;562.8;0;0;0;"19-Feb";212.5;"19-Apr";"19-Mar";789;785;0;"";1;"Individual";"";"";"";0;0;75;0;0;0;0;66;0
77;16000;16000;" 60 months";9.43;335.49;"B";"Director";"10+ years";"MORTGAGE";55000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"105xx";"NY";25.97;0;"Apr-97";745;749;0;53;"";10;0;23673;33.1;15;"w";13599.85;13599.85;3673.63;3673.63;2400.15;1273.48;0;0;0;"19-Feb";335.49;"19-Apr";"19-Mar";709;705;0;"";1;"Individual";"";"";"";0;0;41831;0;3;0;1;13;18158
78;30000;30000;" 36 months";18.45;1091.36;"D";"Executive Assistant";"3 years";"RENT";84000;"Source Verified";"18-Mar";"Late (16-30 days)";"";"Debt consolidation";"600xx";"IL";12.07;8;"9-Nov";665;669;2;15;"";12;0;7299;44.2;50;"w";23244.57;23244.57;10882.21;10882.21;6755.43;4126.78;0;0;0;"19-Feb";1091.36;"19-Apr";"19-Mar";659;655;0;"15";1;"Individual";"";"";"";0;1360;120711;0;7;0;1;24;113412
79;24000;24000;" 36 months";21.85;914.71;"D";"";"";"RENT";53000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"398xx";"GA";28.67;0;"Dec-00";720;724;0;0;"";7;0;23692;73.6;11;"w";18239.67;18239.67;10003.54;10003.54;5760.33;4243.21;0;0;0;"19-Feb";914.71;"19-Apr";"19-Mar";704;700;0;"";1;"Individual";"";"";"";0;0;43436;0;1;0;0;32;19744
80;3125;3125;" 36 months";21.85;119.11;"D";"Database Administrator";"10+ years";"MORTGAGE";100000;"Verified";"18-Mar";"Late (31-120 days)";"";"Business";"077xx";"NJ";36.21;0;"Jan-92";700;704;1;0;"";14;0;88682;74.8;23;"w";2449.38;2449.38;1183.51;1183.51;675.62;507.89;0;0;0;"19-Feb";119.11;"19-Apr";"19-Mar";684;680;0;"";1;"Individual";"";"";"";0;0;241181;1;2;2;4;6;46166
81;20000;20000;" 60 months";10.9;433.86;"B";"Supply Chain / Logistics";"4 years";"RENT";57000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"852xx";"AZ";21.81;0;"Jul-00";755;759;0;0;"";7;0;21069;48.3;16;"w";17096.39;17096.39;4748.24;4748.24;2903.61;1844.63;0;0;0;"19-Feb";433.86;"19-Apr";"19-Mar";824;820;0;"";1;"Individual";"";"";"";0;0;35505;0;2;0;0;40;14436
82;12000;12000;" 36 months";15.04;416.22;"C";"Sales";"3 years";"RENT";43000;"Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"891xx";"NV";22.75;0;"10-Jul";705;709;0;0;"";8;0;15600;57.8;15;"w";0.0;0.0;12041.614;12041.61;12000.0;41.61;0;0;0;"18-Apr";12061.66;"";"18-Apr";724;720;0;"";1;"Individual";"";"";"";0;0;34011;1;2;1;2;5;18411
83;10000;10000;" 36 months";6.07;304.54;"A";"Credit Director";"10+ years";"OWN";175000;"Source Verified";"18-Mar";"Current";"";"Home buying";"117xx";"NY";4.94;0;"Mar-94";810;814;0;0;"";12;0;6885;11.3;25;"w";7134.74;7134.74;3343.2;3343.2;2865.26;477.94;0;0;0;"19-Feb";304.54;"19-Apr";"19-Mar";824;820;0;"";1;"Individual";"";"";"";0;0;318464;0;2;0;3;16;10051
84;15000;15000;" 60 months";14.07;349.57;"C";"Project Executive";"3 years";"OWN";195000;"Source Verified";"18-Mar";"Current";"";"Other";"341xx";"FL";21.1;1;"Oct-00";675;679;0;10;"";18;0;19425;41.0;34;"w";12973.31;12973.31;3821.82;3821.82;2026.69;1795.13;0;0;0;"19-Mar";349.57;"19-Apr";"19-Mar";659;655;0;"";1;"Individual";"";"";"";0;0;690056;2;5;3;4;1;249031
85;10000;10000;" 36 months";5.31;301.11;"A";"";"";"RENT";61056;"Verified";"18-Mar";"Current";"";"Credit card refinancing";"117xx";"NY";7.72;0;"11-May";755;759;0;0;"";8;0;8444;28.1;12;"w";6480.58;6480.58;3908.53;3908.53;3519.42;389.11;0;0;0;"19-Feb";301.11;"19-Apr";"19-Mar";729;725;0;"";1;"Individual";"";"";"";0;0;14173;0;1;0;0;44;5729
86;7200;7200;" 36 months";13.58;244.62;"C";"Electronic Health Services trainer";"8 years";"RENT";51738;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"975xx";"OR";6.87;0;"5-Mar";665;669;2;0;"15";12;1;3671;37.8;44;"w";5300.39;5300.39;2709.84;2709.84;1899.61;810.23;0;0;0;"19-Mar";244.62;"19-Apr";"19-Mar";664;660;0;"";1;"Individual";"";"";"";0;0;8126;3;1;1;1;12;4455
87;15000;15000;" 36 months";14.07;513.18;"C";"";"";"MORTGAGE";28056;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"720xx";"AR";20.19;0;"Aug-90";690;694;1;59;"";7;0;10842;50.9;22;"w";11064.29;11064.29;5621.53;5621.53;3935.71;1685.82;0;0;0;"19-Feb";513.18;"19-Apr";"19-Mar";679;675;0;"";1;"Individual";"";"";"";0;0;136520;1;1;0;1;17;7245
88;19000;19000;" 60 months";18.45;487.14;"D";"TEACHER";"10+ years";"MORTGAGE";50000;"Source Verified";"18-Mar";"Charged Off";"";"Debt consolidation";"633xx";"MO";17.76;2;"Mar-93";690;694;3;13;"";11;0;16449;36.6;29;"w";0.0;0.0;4428.63;4428.63;798.24;1111.37;0;2519;453;"18-Aug";487.14;"";"19-Jan";594;590;0;"";1;"Individual";"";"";"";0;0;314112;2;2;0;2;17;10037
89;18500;18500;" 36 months";13.58;628.52;"C";"Teacher";"6 years";"MORTGAGE";82985;"Not Verified";"18-Mar";"Current";"";"Home improvement";"070xx";"NJ";18.66;1;"4-Apr";665;669;0;11;"97";22;1;13970;35.1;44;"w";13619.27;13619.27;6885.81;6885.81;4880.73;2005.08;0;0;0;"19-Feb";628.52;"19-Apr";"19-Mar";724;720;0;"";1;"Individual";"";"";"";0;1333;53116;1;3;0;1;16;39146
90;3000;3000;" 36 months";11.98;99.62;"B";"Food Service";"10+ years";"OWN";52000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"042xx";"ME";0.0;0;"Jun-92";750;754;0;0;"";1;0;0;0.0;13;"w";2194.21;2194.21;1091.83;1091.83;805.79;286.04;0;0;0;"19-Feb";99.62;"19-Apr";"19-Mar";759;755;0;"";1;"Individual";"";"";"";0;0;74761;0;0;0;2;14;0
91;20000;20000;" 60 months";9.92;424.16;"B";"Sr. Education Specialist";"3 years";"MORTGAGE";110000;"Not Verified";"18-Mar";"Current";"";"Home improvement";"224xx";"VA";10.56;0;"1-Jan";710;714;0;44;"";9;0;19334;67.1;22;"w";16748.89;16748.89;4990.73;4990.73;3251.11;1739.62;0;0;0;"19-Mar";424.16;"19-Apr";"19-Mar";714;710;0;"44";1;"Individual";"";"";"";0;0;365026;1;3;0;1;22;18279
92;2600;2600;" 36 months";7.96;81.43;"A";"Occupational Therapist";"3 years";"MORTGAGE";62000;"Not Verified";"18-Mar";"Current";"";"Other";"481xx";"MI";19.61;0;"11-Aug";705;709;0;0;"";8;0;11776;74.5;9;"w";1870.09;1870.09;893.43;893.43;729.91;163.52;0;0;0;"19-Feb";81.43;"19-Apr";"19-Mar";609;605;0;"";1;"Individual";"";"";"";0;0;241067;0;2;0;0;34;56811
93;34000;34000;" 60 months";10.41;729.28;"B";"Registered Nurse";"2 years";"RENT";105000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"967xx";"HI";20.16;0;"7-Apr";710;714;0;0;"";18;0;24719;51.1;22;"w";29009.65;29009.65;7982.75;7982.75;4990.35;2992.4;0;0;0;"19-Feb";729.28;"19-Apr";"19-Mar";759;755;0;"";1;"Individual";"";"";"";0;212;82699;1;13;0;0;33;57980
94;3000;3000;" 36 months";9.43;96.01;"B";"instructor";"10+ years";"RENT";97000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"953xx";"CA";10.91;0;"Nov-99";665;669;0;33;"";6;0;3535;35.4;20;"w";2171.16;2171.16;1052.97;1052.97;828.84;224.13;0;0;0;"19-Feb";96.01;"19-Apr";"19-Mar";709;705;0;"33";1;"Individual";"";"";"";0;3991;17145;1;3;1;2;4;13610
95;12000;12000;" 36 months";6.07;365.45;"A";"Associate Vice President";"10+ years";"MORTGAGE";240000;"Source Verified";"18-Mar";"Current";"";"Credit card refinancing";"066xx";"CT";10.99;0;"Jan-90";725;729;0;47;"";14;0;42018;22.1;23;"w";8561.67;8561.67;4011.86;4011.86;3438.33;573.53;0;0;0;"19-Feb";365.45;"19-Apr";"19-Mar";774;770;0;"47";1;"Individual";"";"";"";0;0;235372;0;2;1;2;7;40240
96;17000;17000;" 36 months";10.9;555.76;"B";"Rural Carrier ";"10+ years";"OWN";70000;"Source Verified";"18-Mar";"Charged Off";"";"Debt consolidation";"932xx";"CA";22.05;0;"7-Aug";710;714;0;0;"";6;0;23119;61.2;9;"w";0.0;0.0;3869.73;3869.73;2885.98;983.75;0;0;0;"18-Nov";555.76;"";"19-Mar";499;0;0;"";1;"Individual";"";"";"";0;0;43112;0;1;0;0;27;19993
97;25000;25000;" 60 months";9.92;530.2;"B";"Owner";"10+ years";"MORTGAGE";120000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"808xx";"CO";18.75;1;"Jan-92";735;739;0;21;"";15;0;26219;51.8;37;"w";21290.32;21290.32;5804.64;5804.64;3709.68;2094.96;0;0;0;"19-Feb";530.2;"19-Apr";"19-Mar";769;765;0;"";1;"Individual";"";"";"";0;0;408455;0;5;1;2;12;47974
98;10000;10000;" 36 months";9.43;320.01;"B";"Services Officer";"10+ years";"MORTGAGE";65000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"142xx";"NY";27.2;0;"Nov-92";715;719;0;35;"";19;0;4111;11.7;37;"w";7237.46;7237.46;3509.63;3509.63;2762.54;747.09;0;0;0;"19-Feb";320.01;"19-Apr";"19-Mar";734;730;0;"";1;"Individual";"";"";"";0;0;186484;2;7;1;5;2;130179
99;12000;12000;" 60 months";16.01;291.89;"C";"Sr. Buyer/Planner";"10+ years";"MORTGAGE";110000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"921xx";"CA";12.49;0;"3-Oct";690;694;0;0;"108";14;1;19813;50.8;26;"w";10450.22;10450.22;3254.91;3254.91;1549.78;1705.13;0;0;0;"19-Mar";291.89;"19-Apr";"19-Mar";719;715;0;"";1;"Individual";"";"";"";0;0;329653;0;1;0;1;13;10262
100;34825;34825;" 60 months";12.61;785.45;"C";"Collision Technician";"2 years";"MORTGAGE";125000;"Source Verified";"18-Mar";"Current";"";"Credit card refinancing";"852xx";"AZ";21.31;0;"3-Jan";715;719;0;45;"";12;0;20528;53.7;27;"w";29961.4;29961.4;8591.16;8591.16;4863.6;3727.56;0;0;0;"19-Mar";785.45;"19-Apr";"19-Mar";734;730;0;"";1;"Individual";"";"";"";0;146;68270;0;3;0;1;15;47742
101;6025;6025;" 36 months";9.43;192.81;"B";"Merchandising Shift Leader";"3 years";"RENT";39000;"Source Verified";"18-Mar";"Current";"";"Moving and relocation";"010xx";"MA";19.38;0;"9-Oct";700;704;0;30;"";9;0;1906;23.8;23;"w";4202.35;4202.35;2284.31;2284.31;1822.65;461.66;0;0;0;"19-Mar";192.81;"19-Apr";"19-Mar";694;690;0;"37";1;"Individual";"";"";"";0;0;57477;0;6;2;3;9;55571
102;24000;24000;" 36 months";13.58;815.38;"C";"RN";"< 1 year";"MORTGAGE";73620;"Source Verified";"18-Mar";"Fully Paid";"";"Credit card refinancing";"481xx";"MI";18.47;1;"5-Jun";675;679;0;15;"";18;0;17045;96.8;23;"w";0.0;0.0;26624.62162;26624.62;24000.0;2624.62;0;0;0;"19-Feb";18550.23;"";"19-Mar";669;665;0;"";1;"Individual";"";"";"";0;60;74565;0;13;0;2;19;57520
103;20000;20000;" 60 months";26.77;607.97;"E";"Mental Health Provider ";"3 years";"RENT";33500;"Not Verified";"18-Mar";"Current";"";"Home buying";"604xx";"IL";24.4;0;"8-Aug";695;699;1;0;"";27;0;7364;46.0;34;"w";18010.81;18010.81;6628.18;6628.18;1989.19;4638.99;0;0;0;"19-Feb";607.97;"19-Apr";"19-Mar";649;645;0;"";1;"Individual";"";"";"";0;308;160804;0;21;0;0;29;153440
104;16000;16000;" 36 months";6.07;487.26;"A";"Senior Director of Ticket Sales/Service";"10+ years";"MORTGAGE";135000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"554xx";"MN";13.24;0;"1-Feb";725;729;1;99;"";9;0;24522;29.4;31;"w";11417.85;11417.85;5349.07;5349.07;4582.15;766.92;0;0;0;"19-Feb";487.26;"19-Apr";"19-Mar";724;720;0;"99";1;"Individual";"";"";"";0;0;329378;0;2;1;1;12;59519
105;30000;30000;" 60 months";12.61;676.62;"C";"GSM Tracker boats";"4 years";"RENT";51500;"Source Verified";"18-Mar";"Current";"";"Home improvement";"323xx";"FL";9.93;0;"11-Mar";665;669;1;0;"";7;0;1916;18.1;9;"w";25809.34;25809.34;7453.34;7453.34;4190.66;3262.68;0;0;0;"19-Mar";676.62;"19-Apr";"19-Mar";679;675;0;"";1;"Individual";"";"";"";0;0;23584;0;3;2;2;11;21668
106;18000;18000;" 60 months";13.58;414.92;"C";"Operators";"10+ years";"MORTGAGE";50000;"Not Verified";"18-Mar";"Current";"";"Car financing";"325xx";"FL";29.4;0;"Feb-85";710;714;1;57;"73";17;1;31065;46.0;29;"w";15540.55;15540.55;4536.96;4536.96;2459.45;2077.51;0;0;0;"19-Mar";414.92;"19-Apr";"19-Mar";714;710;0;"";1;"Individual";"";"";"";0;0;79573;1;1;0;1;18;4238
107;10000;10000;" 60 months";18.45;256.39;"D";"department manager";"10+ years";"RENT";47000;"Verified";"18-Mar";"Current";"";"Credit card refinancing";"532xx";"WI";14.12;0;"7-Apr";660;664;1;0;"84";12;1;8943;65.8;26;"w";8780.04;8780.04;2799.79;2799.79;1219.96;1579.83;0;0;0;"19-Feb";256.39;"19-Apr";"19-Mar";644;640;0;"";1;"Individual";"";"";"";0;619;13319;1;2;2;3;10;4120
108;10000;10000;" 36 months";6.71;307.45;"A";"Maintenance mechanic 2";"10+ years";"OWN";60000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"446xx";"OH";1.36;0;"12-Mar";730;734;0;0;"";4;0;3178;21.8;6;"w";7154.56;7154.56;3388.27;3388.27;2845.44;542.83;0;0;0;"19-Mar";307.45;"19-Apr";"19-Mar";764;760;0;"";1;"Individual";"";"";"";0;0;32632;1;1;0;0;25;29454
109;10000;10000;" 36 months";7.96;313.18;"A";"Engineering Technician";"10+ years";"MORTGAGE";90000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"373xx";"TN";17.33;0;"Aug-94";690;694;0;76;"";9;0;18244;48.0;26;"w";7192.81;7192.81;3436.14;3436.14;2807.19;628.95;0;0;0;"19-Feb";313.18;"19-Apr";"19-Mar";739;735;0;"76";1;"Individual";"";"";"";0;0;180000;0;2;0;3;13;38073
110;20000;20000;" 60 months";14.07;466.1;"C";"Logistics";"4 years";"OWN";94796;"Source Verified";"18-Mar";"Fully Paid";"";"Home buying";"843xx";"UT";18.13;0;"May-97";725;729;1;36;"";20;0;49607;51.9;57;"w";0.0;0.0;22560.41397;22560.41;20000.0;2538.1;22;0;0;"19-Mar";17908.37;"";"19-Mar";649;645;0;"";1;"Individual";"";"";"";0;0;224353;5;6;2;4;2;29771
111;32000;32000;" 60 months";25.81;954.5;"E";"Environmental Engineer";"10+ years";"MORTGAGE";125000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"606xx";"IL";31.17;0;"Aug-00";720;724;1;78;"";28;0;32396;37.3;47;"w";28735.27;28735.27;10407.73;10407.73;3264.73;7143.0;0;0;0;"19-Feb";954.5;"19-Apr";"19-Mar";689;685;0;"";1;"Joint App";"148348";"30.37";"Not Verified";0;0;410008;0;5;3;3;8;99700
112;20000;20000;" 36 months";9.43;640.01;"B";"Owner";"3 years";"RENT";48000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"920xx";"CA";7.88;0;"Feb-83";670;674;1;0;"13";4;2;8680;34.9;19;"w";14475.04;14475.04;7019.15;7019.15;5524.96;1494.19;0;0;0;"19-Feb";640.01;"19-Apr";"19-Mar";719;715;0;"";1;"Individual";"";"";"";0;0;8680;0;0;0;0;111;0
113;12000;12000;" 36 months";10.41;389.53;"B";"Police officer";"5 years";"MORTGAGE";110000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"935xx";"CA";11.48;0;"4-Apr";685;689;0;25;"";12;0;5972;45.9;19;"w";8721.18;8721.18;4277.4;4277.4;3278.82;998.58;0;0;0;"19-Mar";389.53;"19-Apr";"19-Mar";659;655;0;"41";1;"Individual";"";"";"";0;295;499217;2;1;0;1;13;86721
114;25000;25000;" 60 months";12.61;563.85;"C";"Consultant";"10+ years";"RENT";78000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"201xx";"VA";19.52;0;"5-Aug";725;729;1;0;"98";13;1;16258;28.8;17;"w";21507.79;21507.79;6167.32;6167.32;3492.21;2675.11;0;0;0;"19-Mar";563.85;"19-Apr";"19-Mar";719;715;0;"";1;"Individual";"";"";"";0;0;34969;0;2;0;1;18;18711
115;10000;10000;" 60 months";16.01;243.24;"C";"Case Manager Associate";"2 years";"OWN";42000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"328xx";"FL";27.06;0;"Oct-93";675;679;0;0;"74";9;1;6434;36.1;24;"w";8580.98;8580.98;2835.12;2835.12;1419.02;1416.1;0;0;0;"19-Mar";243.24;"19-Apr";"19-Mar";719;715;0;"";1;"Individual";"";"";"";0;0;31425;2;3;0;1;18;24991
116;25000;25000;" 60 months";14.07;582.62;"C";"Activities Assitant";"3 years";"MORTGAGE";35000;"Verified";"18-Mar";"In Grace Period";"";"Debt consolidation";"640xx";"MO";53.03;0;"6-Aug";680;684;3;0;"108";8;1;14904;60.3;18;"w";21632.9;21632.9;6272.04;6272.04;3367.1;2904.94;0;0;0;"19-Mar";582.62;"19-Apr";"19-Mar";784;780;0;"";1;"Joint App";"97000";"21.04";"Verified";0;0;224362;3;3;2;3;3;54483
